mentorshipID,position.desc,employer.desc,category,descID,accomplishments
1,Mentor,Psych Friends Peer Mentoring Programs,Mentorship,a,"I mentored undergraduate psychology students in their courses in psychology and statistics, and provided general mentorship as a senior student. This position required a sound background in academics and an understanding of effective studying techniques. Additionally, I focused on helping younger psychology students understand the importance of research methods and reading academic papers for graduate school."
