workID,position.desc,employer.desc,category,descID,accomplishments
1,Climbing Instructor,Planet Rock,Climbing,a,I taught climbers how to climb and belay on top-rope and lead safely and efficiently. This position required proficient knowledge about safe practices in climbing and the relevant gear. I firmly believe that the teaching aspect of this job will transfer well into any position that involves teaching or presenting information.
